Name,Transliteration,Meaning,Gender,Language
Annika,,Grace,Female,Estonian
Astrid,,Divine strength,Female,Estonian
Berit,,"Bright, shining",Female,Estonian
Birgit,,"Bright, shining",Female,Estonian
Cecilia,,Blind,Female,Estonian
Elin,,"Torch, light",Female,Estonian
Elina,,"Bright, shining light",Female,Estonian
Epp,,Apple,Female,Estonian
Eva,,Life,Female,Estonian
Helmi,,Pearl,Female,Estonian
Heidi,,"Noble, kind",Female,Estonian
Ingrid,,"Beautiful, loved",Female,Estonian
Irma,,Universal,Female,Estonian
Jaanika,,God is gracious,Female,Estonian
Johanna,,God is gracious,Female,Estonian
Juta,,Youth,Female,Estonian
Karin,,Pure,Female,Estonian
Kärt,,Pure,Female,Estonian
Katariina,,"Pure, clear",Female,Estonian
Külli,,Jewel,Female,Estonian
Laura,,Laurel,Female,Estonian
Liina,,Flax,Female,Estonian
Lii,,Flax,Female,Estonian
Liis,,Consecrated to God,Female,Estonian
Livia,,Life,Female,Estonian
Marika,,Bitter,Female,Estonian
Mari,,Sea of sorrow,Female,Estonian
Maarja,,Sea of sorrow,Female,Estonian
Marta,,Lady,Female,Estonian
Merike,,Sea,Female,Estonian
Mirtel,,Little pearl,Female,Estonian
Malle,,Sweet,Female,Estonian
Nelli,,"Bright, shining",Female,Estonian
Nora,,"Honor, light",Female,Estonian
Odelia,,Wealthy,Female,Estonian
Piret,,"Brave, strong",Female,Estonian
Riin,,Peace,Female,Estonian
Rita,,Pearl,Female,Estonian
Rose,,Rose,Female,Estonian
Signe,,Victorious,Female,Estonian
Sille,,Solitary,Female,Estonian
Siiri,,"Light, bright",Female,Estonian
Silvia,,Forest,Female,Estonian
Sonja,,Wisdom,Female,Estonian
Tiiu,,Joyful,Female,Estonian
Tiina,,Joyful,Female,Estonian
Ursula,,Little bear,Female,Estonian
Valda,,Power,Female,Estonian
Vera,,Truth,Female,Estonian
Viola,,Violet,Female,Estonian
Vilja,,Protection,Female,Estonian
Viki,,Victorious,Female,Estonian
Yvonne,,Yew tree,Female,Estonian
Aili,,Moonlight,Female,Estonian
Ada,,"Noble, joyful",Female,Estonian
Alvi,,Guardian,Female,Estonian
Anita,,Grace,Female,Estonian
Anneli,,Grace,Female,Estonian
Beatrix,,Bringer of joy,Female,Estonian
Birgit,,"Bright, shining",Female,Estonian
Carina,,Beloved,Female,Estonian
Cecilia,,Blind,Female,Estonian
Clara,,"Clear, bright",Female,Estonian
Dalia,,Flower,Female,Estonian
Dagmar,,Famous day,Female,Estonian
Edel,,Noble,Female,Estonian
Ella,,"All, completely",Female,Estonian
Elvira,,Truth,Female,Estonian
Esther,,Star,Female,Estonian
Ethel,,Noble,Female,Estonian
Fiona,,"Fair, white",Female,Estonian
Floria,,Flower,Female,Estonian
Greta,,Pearl,Female,Estonian
Helga,,Sacred,Female,Estonian
Inga,,Guard,Female,Estonian
Ingrid,,"Beautiful, loved",Female,Estonian
Julia,,Youthful,Female,Estonian
Karina,,Beloved,Female,Estonian
Kati,,Pure,Female,Estonian
Krista,,Christian,Female,Estonian
Laura,,Laurel,Female,Estonian
Lea,,Weary,Female,Estonian
Lilian,,Lily,Female,Estonian
Liselotte,,"Noble, kind",Female,Estonian
Livia,,Life,Female,Estonian
Mairi,,Bitter,Female,Estonian
Maia,,Great mother,Female,Estonian
Marika,,Bitter,Female,Estonian
Marta,,Lady,Female,Estonian
Melis,,Sweet,Female,Estonian
Miia,,Mine,Female,Estonian
Milla,,Strong,Female,Estonian
Nelli,,"Bright, shining",Female,Estonian
Nora,,"Honor, light",Female,Estonian
Piret,,"Brave, strong",Female,Estonian
Pille,,Sweet,Female,Estonian
Raina,,"Wise, knowledgeable",Female,Estonian
Reet,,Joyful,Female,Estonian
Riina,,Peace,Female,Estonian
Rina,,Joyful,Female,Estonian
Rosa,,Rose,Female,Estonian
Selma,,Peace,Female,Estonian
Signe,,Victorious,Female,Estonian
Silja,,Sunlight,Female,Estonian
Siret,,Beautiful,Female,Estonian
Stina,,Stone,Female,Estonian
Tiina,,Joyful,Female,Estonian
Una,,One,Female,Estonian
Ursula,,Little bear,Female,Estonian
Valda,,Power,Female,Estonian
Vera,,Truth,Female,Estonian
Viola,,Violet,Female,Estonian
Vilma,,Resolute,Female,Estonian
Vika,,Victorious,Female,Estonian
Yvonne,,Yew tree,Female,Estonian
Aili,,Moonlight,Female,Estonian
Anneli,,Grace,Female,Estonian
Asta,,Divine,Female,Estonian
Annika,,Grace,Female,Estonian
Aino,,Joyful,Female,Estonian
Dorte,,Gift,Female,Estonian
Elna,,Light,Female,Estonian
Eda,,Wealthy,Female,Estonian
Eeva,,Life,Female,Estonian
Erika,,Eternal ruler,Female,Estonian
Frida,,Peaceful,Female,Estonian
Helga,,Sacred,Female,Estonian
Heidi,,"Noble, kind",Female,Estonian
Iiris,,Iris,Female,Estonian
Ilona,,Light,Female,Estonian
Jaanika,,God is gracious,Female,Estonian
Johanna,,God is gracious,Female,Estonian
Juta,,Youth,Female,Estonian
Karin,,Pure,Female,Estonian
Karla,,Free woman,Female,Estonian
Kati,,Pure,Female,Estonian
Külli,,Jewel,Female,Estonian
Laura,,Laurel,Female,Estonian
Liis,,Consecrated to God,Female,Estonian
Lilian,,Lily,Female,Estonian
Maris,,Sea of sorrow,Female,Estonian
Maarja,,Sea of sorrow,Female,Estonian
Mari,,Sea of sorrow,Female,Estonian
Merike,,Sea,Female,Estonian
Mirtel,,Little pearl,Female,Estonian
Nelli,,"Bright, shining",Female,Estonian
Nora,,"Honor, light",Female,Estonian
Piret,,"Brave, strong",Female,Estonian
Reet,,Joyful,Female,Estonian
Rina,,Joyful,Female,Estonian
Rosa,,Rose,Female,Estonian
Signe,,Victorious,Female,Estonian
Silvia,,Forest,Female,Estonian
Sonja,,Wisdom,Female,Estonian
Tiina,,Joyful,Female,Estonian
Ursula,,Little bear,Female,Estonian
Valda,,Power,Female,Estonian
Vera,,Truth,Female,Estonian
Viola,,Violet,Female,Estonian
Vilma,,Resolute,Female,Estonian
آریا,Arya,"Noble, Aryan",Male,Farsi
بهرام,Bahram,Victorious,Male,Farsi
کوروش,Kurosh,Like the sun,Male,Farsi
داریوش,Daryush,Possessing goodness,Male,Farsi
فرهاد,Farhad,"Lover, passionate",Male,Farsi
فریدون,Fereydun,Third son,Male,Farsi
امیر,Amir,"Commander, prince",Male,Farsi
کیانوش,Kianush,Royal lineage,Male,Farsi
پرویز,Parviz,Victorious,Male,Farsi
سیاوش,Siyavash,Black horseman,Male,Farsi
مهراد,Mehrdad,Given by the sun,Male,Farsi
کامبیز,Kambiz,Fortunate,Male,Farsi
حمید,Hamid,Praised,Male,Farsi
سعید,Saeed,"Happy, lucky",Male,Farsi
مهدی,Mahdi,Guided one,Male,Farsi
امید,Omid,Hope,Male,Farsi
پیمان,Peyman,"Promise, oath",Male,Farsi
بابک,Babak,Little father,Male,Farsi
آرش,Arash,"Hero, archer",Male,Farsi
شاهین,Shahin,"Falcon, royal bird",Male,Farsi
نادر,Nader,"Rare, unique",Male,Farsi
یوسف,Yousef,God increases,Male,Farsi
علیرضا,Alireza,Exalted,Male,Farsi
کیوان,Keyvan,"Saturn, universe",Male,Farsi
سپهر,Sepehr,"Sky, heaven",Male,Farsi
هومن,Hooman,Good natured,Male,Farsi
پیام,Payam,Message,Male,Farsi
افشین,Afshin,A character in Shahnameh,Male,Farsi
پژمان,Pejman,"Grieved, sad",Male,Farsi
کامران,Kamran,Successful,Male,Farsi
نیما,Nima,Famous poet,Male,Farsi
آرمان,Arman,"Ideal, aspiration",Male,Farsi
رامین,Ramin,Joyful,Male,Farsi
شهرام,Shahram,King of the people,Male,Farsi
نیکان,Nikan,"Good, virtuous",Male,Farsi
یاسر,Yaser,Wealthy,Male,Farsi
کیارش,Kiarash,A character in Shahnameh,Male,Farsi
حمزه,Hamzeh,Lion,Male,Farsi
داریار,Daryar,Protector,Male,Farsi
هاشم,Hashem,Crusher of evil,Male,Farsi
بهنام,Behnam,"Reputable, honorable",Male,Farsi
کاوه,Kaveh,A character in Shahnameh,Male,Farsi
شهاب,Shahab,Shooting star,Male,Farsi
فرزاد,Farzad,Splendid birth,Male,Farsi
پویا,Pouya,"Dynamic, active",Male,Farsi
فرشید,Farshid,"Splendid, radiant",Male,Farsi
سامان,Saman,"Order, arrangement",Male,Farsi
نوید,Navid,Good news,Male,Farsi
شایان,Shayan,"Worthy, deserving",Male,Farsi
نوذر,Nozar,A character in Shahnameh,Male,Farsi
شروین,Shervin,Like a lion,Male,Farsi
کامیار,Kamyar,"Successful, prosperous",Male,Farsi
شهاب الدین,Shahabeddin,Star of religion,Male,Farsi
فریبرز,Fariborz,A character in Shahnameh,Male,Farsi
پدرام,Pedram,Cheerful,Male,Farsi
کورش,Kourosh,Like the sun,Male,Farsi
سهیل,Soheil,"Star, Canopus",Male,Farsi
هوشنگ,Houshang,Intelligent,Male,Farsi
سامان,Saman,"Order, arrangement",Male,Farsi
ساسان,Sasan,Founder of Sassanid dynasty,Male,Farsi
هوشنگ,Houshang,Intelligent,Male,Farsi
نادر,Nader,"Rare, unique",Male,Farsi
میلاد,Milad,Birth,Male,Farsi
بهزاد,Behzad,Of noble birth,Male,Farsi
رضا,Reza,Contentment,Male,Farsi
امین,Amin,Trustworthy,Male,Farsi
کیهان,Keyhan,Universe,Male,Farsi
هادی,Hadi,Guide,Male,Farsi
فرشاد,Farshad,Very happy,Male,Farsi
ارسلان,Arsalan,Lion,Male,Farsi
کورش,Kourosh,Like the sun,Male,Farsi
شاهین,Shahin,"Falcon, royal bird",Male,Farsi
ایمان,Iman,Faith,Male,Farsi
علی,Ali,Exalted,Male,Farsi
رضا,Reza,Contentment,Male,Farsi
آرین,Arian,"Aryan, noble",Male,Farsi
پرویز,Parviz,Victorious,Male,Farsi
بهمن,Bahman,Name of a month,Male,Farsi
امید,Omid,Hope,Male,Farsi
کیومرث,Keyumars,First human in mythology,Male,Farsi
شاهرخ,Shahrokh,King face,Male,Farsi
مهران,Mehran,Sunlike,Male,Farsi
مهرداد,Mehrdad,Given by the sun,Male,Farsi
کیخسرو,Keykhosrow,A character in Shahnameh,Male,Farsi
سامان,Saman,"Order, arrangement",Male,Farsi
همایون,Homayoun,Fortunate,Male,Farsi
جاوید,Javid,Eternal,Male,Farsi
حامد,Hamed,Praising,Male,Farsi
سعید,Saeed,"Happy, lucky",Male,Farsi
پیمان,Peyman,"Promise, oath",Male,Farsi
آرشام,Arsham,Strong,Male,Farsi
یاسین,Yasin,Name of a Quranic chapter,Male,Farsi
کوروش,Kourosh,Like the sun,Male,Farsi
شهاب الدین,Shahabeddin,Star of religion,Male,Farsi
فرهاد,Farhad,"Lover, passionate",Male,Farsi
افشین,Afshin,A character in Shahnameh,Male,Farsi
پیمان,Peyman,"Promise, oath",Male,Farsi
نوید,Navid,Good news,Male,Farsi
شهاب,Shahab,Shooting star,Male,Farsi
داریوش,Daryush,Possessing goodness,Male,Farsi
کامبیز,Kambiz,Fortunate,Male,Farsi
بهنام,Behnam,"Reputable, honorable",Male,Farsi
نادر,Nader,"Rare, unique",Male,Farsi
سپهر,Sepehr,"Sky, heaven",Male,Farsi
کوروش,Kourosh,Like the sun,Male,Farsi
بهرام,Bahram,Victorious,Male,Farsi
آرش,Arash,"Hero, archer",Male,Farsi
کیوان,Keyvan,"Saturn, universe",Male,Farsi
بهمن,Bahman,Name of a month,Male,Farsi
شاهین,Shahin,"Falcon, royal bird",Male,Farsi
مهرداد,Mehrdad,Given by the sun,Male,Farsi
یاسر,Yaser,Wealthy,Male,Farsi
رضا,Reza,Contentment,Male,Farsi
آرمان,Arman,"Ideal, aspiration",Male,Farsi
پیمان,Peyman,"Promise, oath",Male,Farsi
آریانا,Ariana,"Noble, related to Aryans",Female,Farsi
بهاره,Bahareh,Spring,Female,Farsi
پروانه,Parvaneh,Butterfly,Female,Farsi
مهتاب,Mahtab,Moonlight,Female,Farsi
نگار,Negar,"Beloved, sweetheart",Female,Farsi
یاسمین,Yasmin,Jasmine flower,Female,Farsi
نازنین,Nazanin,"Sweetheart, beloved",Female,Farsi
مرجان,Marjan,Coral,Female,Farsi
پریسا,Parisa,Like a fairy,Female,Farsi
زهرا,Zahra,"Radiant, shining",Female,Farsi
نرگس,Narges,Narcissus flower,Female,Farsi
سارا,Sara,"Pure, noble",Female,Farsi
لیلا,Leila,Night,Female,Farsi
فاطمه,Fatemeh,One who abstains,Female,Farsi
مریم,Maryam,Name of a flower,Female,Farsi
نازلی,Nazli,"Delicate, beautiful",Female,Farsi
مهناز,Mahnaz,Glory of the moon,Female,Farsi
نیلوفر,Niloofar,Water lily,Female,Farsi
الهام,Elham,Inspiration,Female,Farsi
سودابه,Soodabeh,A character in Shahnameh,Female,Farsi
سیمین,Simin,Silvery,Female,Farsi
شهرزاد,Shahrzad,Born in the city,Female,Farsi
تینا,Tina,"Clay, strong",Female,Farsi
شقایق,Shaghayegh,Poppy flower,Female,Farsi
پریوش,Pariwash,Fairy-faced,Female,Farsi
دنیا,Donya,World,Female,Farsi
فرزانه,Farzaneh,"Wise, intelligent",Female,Farsi
شیرین,Shirin,Sweet,Female,Farsi
کتایون,Katayoun,A character in Shahnameh,Female,Farsi
نوشین,Noushin,Sweet,Female,Farsi
گلاره,Golareh,Eyes like flowers,Female,Farsi
رویا,Roya,"Dream, vision",Female,Farsi
الهه,Elaheh,Goddess,Female,Farsi
الهام,Elham,Inspiration,Female,Farsi
غزال,Ghazal,Gazelle,Female,Farsi
یگانه,Yeganeh,Unique,Female,Farsi
ساحل,Sahel,Coastline,Female,Farsi
مونا,Mona,Little noble,Female,Farsi
آزاده,Azadeh,"Free, liberated",Female,Farsi
سیما,Sima,"Face, beauty",Female,Farsi
آزیتا,Azita,Noble,Female,Farsi
مهری,Mehri,"Kind, loving",Female,Farsi
روشنک,Roshanak,"Bright, radiant",Female,Farsi
نسرین,Nasrin,Wild rose,Female,Farsi
مونا,Mona,Little noble,Female,Farsi
فرشته,Fereshteh,Angel,Female,Farsi
ماهور,Mahour,Melody,Female,Farsi
ثریا,Soraya,A cluster of stars,Female,Farsi
ترانه,Taraneh,"Song, melody",Female,Farsi
سهیلا,Soheila,"Star, night star",Female,Farsi
مهسا,Mahsa,Like the moon,Female,Farsi
گلنار,Golnar,Pomegranate flower,Female,Farsi
لیلی,Leili,Nocturnal,Female,Farsi
فائزه,Faezah,Successful,Female,Farsi
ثنا,Sana,Praise,Female,Farsi
الهام,Elham,Inspiration,Female,Farsi
عسل,Asal,Honey,Female,Farsi
نگین,Negin,"Gemstone, precious stone",Female,Farsi
فرناز,Farnaz,Glorious and charming,Female,Farsi
مهشید,Mahshid,Moonlight,Female,Farsi
پری,Pari,Fairy,Female,Farsi
شیوا,Shiva,Eloquence,Female,Farsi
دنیا,Donya,World,Female,Farsi
یلدا,Yalda,Longest night of the year,Female,Farsi
سمانه,Samaneh,"Sky, heavens",Female,Farsi
غزاله,Ghazaleh,Gazelle,Female,Farsi
سحر,Sahar,Dawn,Female,Farsi
آذین,Azin,Decoration,Female,Farsi
مرسده,Marsedeh,Compassion,Female,Farsi
آرمیتا,Armita,"Calm, serene",Female,Farsi
مهناز,Mahnaz,Glory of the moon,Female,Farsi
رز,Roz,Rose,Female,Farsi
پروین,Parvin,A cluster of stars,Female,Farsi
پرستو,Parastoo,Swallow (bird),Female,Farsi
مژگان,Mojgan,Eyelashes,Female,Farsi
نورا,Noora,Light,Female,Farsi
نیکی,Niki,Goodness,Female,Farsi
سوده,Soudeh,Prosperous,Female,Farsi
نگار,Negar,"Beloved, sweetheart",Female,Farsi
پریوش,Pariwash,Fairy-faced,Female,Farsi
طاهره,Tahereh,"Pure, chaste",Female,Farsi
ناهید,Nahid,Venus (planet),Female,Farsi
هستی,Hasti,Existence,Female,Farsi
پریا,Paria,Fairy,Female,Farsi
فریبا,Fariba,"Charming, alluring",Female,Farsi
شهره,Shohreh,"Famous, renowned",Female,Farsi
مهدیه,Mahdieh,Guided,Female,Farsi
محبوبه,Mahbubeh,Beloved,Female,Farsi
نگار,Negar,"Beloved, sweetheart",Female,Farsi
نازلی,Nazli,"Delicate, beautiful",Female,Farsi
ریحانه,Reyhaneh,"Basil, aromatic plant",Female,Farsi
ثریا,Soraya,A cluster of stars,Female,Farsi
زهرا,Zahra,"Radiant, shining",Female,Farsi
شکیلا,Shakila,Beautiful,Female,Farsi
مونا,Mona,Little noble,Female,Farsi
الهه,Elaheh,Goddess,Female,Farsi
شادی,Shadi,Happiness,Female,Farsi
رعنا,Rana,"Elegant, graceful",Female,Farsi
هما,Homa,Mythical bird,Female,Farsi
شیدا,Sheida,"Infatuated, love-stricken",Female,Farsi
شیرین,Shirin,Sweet,Female,Farsi
مهناز,Mahnaz,Glory of the moon,Female,Farsi
سپیده,Sepideh,"Dawn, first light",Female,Farsi
مژده,Mojdeh,Good news,Female,Farsi
فرح,Farah,"Joy, happiness",Female,Farsi
نگین,Negin,"Gemstone, precious stone",Female,Farsi
الهام,Elham,Inspiration,Female,Farsi
نرگس,Narges,Narcissus flower,Female,Farsi
ملیکا,Melika,Queen,Female,Farsi
الهه,Elaheh,Goddess,Female,Farsi
یلدا,Yalda,Longest night of the year,Female,Farsi
حوریه,Hoorieh,"Nymph, fairy",Female,Farsi
پریناز,Parinaz,Fairy-like,Female,Farsi
سایه,Saye,"Shade, shadow",Female,Farsi
الهام,Elham,Inspiration,Female,Farsi
آیناز,Aynaz,"Beautiful, moonlike",Female,Farsi
سهیلا,Soheila,"Star, night star",Female,Farsi
زیبا,Ziba,Beautiful,Female,Farsi
نیلوفر,Niloofar,Water lily,Female,Farsi
شیرین,Shirin,Sweet,Female,Farsi
گیتا,Gita,"Song, world",Female,Farsi
مرجان,Marjan,Coral,Female,Farsi
سارا,Sara,"Pure, noble",Female,Farsi
Andrias,,"Manly, brave",Male,Faroese
Ári,,Eagle,Male,Faroese
Bárður,,"Battle, warrior",Male,Faroese
Beinir,,Brave,Male,Faroese
Bjartur,,"Bright, shining",Male,Faroese
Brandur,,Sword,Male,Faroese
Búi,,Resident,Male,Faroese
Dánjal,,God is my judge,Male,Faroese
Eirikur,,Eternal ruler,Male,Faroese
Elmar,,Famous noble,Male,Faroese
Finnur,,"Fair, white",Male,Faroese
Fríði,,Peaceful,Male,Faroese
Guttormur,,God’s protection,Male,Faroese
Hjalti,,Shield-bearer,Male,Faroese
Jákup,,Supplanter,Male,Faroese
Jógvan,,God is gracious,Male,Faroese
Jónas,,Dove,Male,Faroese
Karl,,Free man,Male,Faroese
Leif,,"Heir, descendant",Male,Faroese
Magnus,,"Great, mighty",Male,Faroese
Mikkjal,,Who is like God?,Male,Faroese
Ólavur,,Ancestral relic,Male,Faroese
Petur,,Rock,Male,Faroese
Regin,,Mighty ruler,Male,Faroese
Rói,,Tranquil,Male,Faroese
Sámal,,God has heard,Male,Faroese
Sigmundur,,Victorious protector,Male,Faroese
Sjúrður,,Victorious,Male,Faroese
Snorri,,Attack,Male,Faroese
Tómas,,Twin,Male,Faroese
Tróndur,,"Strong, firm",Male,Faroese
Uni,,"Happy, content",Male,Faroese
Vagn,,"Vehicle, wagon",Male,Faroese
Øssur,,Divine bear,Male,Faroese
Áki,,Father’s heir,Male,Faroese
Alvi,,Elf warrior,Male,Faroese
Ásmund,,Divine protection,Male,Faroese
Baldur,,"Prince, lord",Male,Faroese
Bjarni,,Bear,Male,Faroese
Dánjal,,God is my judge,Male,Faroese
Egil,,Edge of a sword,Male,Faroese
Eirikur,,Eternal ruler,Male,Faroese
Fróði,,"Wise, learned",Male,Faroese
Geir,,Spear,Male,Faroese
Gunnar,,Warrior,Male,Faroese
Hallur,,"Rock, stone",Male,Faroese
Haraldur,,Army ruler,Male,Faroese
Heini,,Ruler of the home,Male,Faroese
Heri,,Army,Male,Faroese
Høgni,,"Thought, mind",Male,Faroese
Ingolf,,Wolf of Ing,Male,Faroese
Jákup,,Supplanter,Male,Faroese
Jógvan,,God is gracious,Male,Faroese
Jørgen,,Farmer,Male,Faroese
Kári,,"Curly, gust of wind",Male,Faroese
Kjartan,,Sea warrior,Male,Faroese
Leif,,"Heir, descendant",Male,Faroese
Lútfi,,"Gentle, kind",Male,Faroese
Mads,,Gift of God,Male,Faroese
Markus,,Warlike,Male,Faroese
Mortan,,From the god Mars,Male,Faroese
Niklas,,Victory of the people,Male,Faroese
Oddur,,Point of a weapon,Male,Faroese
Óli,,Ancestor's descendant,Male,Faroese
Páll,,"Small, humble",Male,Faroese
Rasmus,,Beloved,Male,Faroese
Ragnar,,Army advisor,Male,Faroese
Rani,,Joyful,Male,Faroese
Rói,,Tranquil,Male,Faroese
Sámuel,,God has heard,Male,Faroese
Sigurdur,,Victory and guardian,Male,Faroese
Sjúrður,,Victorious,Male,Faroese
Snæbjørn,,Snow bear,Male,Faroese
Snorri,,Attack,Male,Faroese
Steffan,,Crowned,Male,Faroese
Suni,,Son,Male,Faroese
Sverri,,"Wild, unrestrained",Male,Faroese
Teitur,,"Cheerful, glad",Male,Faroese
Thór,,Thunder,Male,Faroese
Torleif,,Thor’s descendant,Male,Faroese
Tróndur,,"Strong, firm",Male,Faroese
Uni,,"Happy, content",Male,Faroese
Vagn,,"Vehicle, wagon",Male,Faroese
Víðarr,,Wide warrior,Male,Faroese
Vilmund,,Willing protector,Male,Faroese
Øssur,,Divine bear,Male,Faroese
Åge,,Ancestor,Male,Faroese
Ári,,Eagle,Male,Faroese
Ásbjørn,,Divine bear,Male,Faroese
Baldvin,,Bold friend,Male,Faroese
Bárður,,"Battle, warrior",Male,Faroese
Beinir,,Brave,Male,Faroese
Bergur,,Mountain,Male,Faroese
Bjarni,,Bear,Male,Faroese
Bjørn,,Bear,Male,Faroese
Brandur,,Sword,Male,Faroese
Dávur,,Beloved,Male,Faroese
Einar,,Lone warrior,Male,Faroese
Elmar,,Famous noble,Male,Faroese
Finnur,,"Fair, white",Male,Faroese
Fríði,,Peaceful,Male,Faroese
Gísli,,Pledge,Male,Faroese
Gullbrand,,Golden sword,Male,Faroese
Gunnar,,Warrior,Male,Faroese
Høgni,,"Thought, mind",Male,Faroese
Ingolf,,Wolf of Ing,Male,Faroese
Jákup,,Supplanter,Male,Faroese
Jørgen,,Farmer,Male,Faroese
Kári,,"Curly, gust of wind",Male,Faroese
Kjartan,,Sea warrior,Male,Faroese
Leif,,"Heir, descendant",Male,Faroese
Magnus,,"Great, mighty",Male,Faroese
Mikkjal,,Who is like God?,Male,Faroese
Niklas,,Victory of the people,Male,Faroese
Oddur,,Point of a weapon,Male,Faroese
Óli,,Ancestor's descendant,Male,Faroese
Páll,,"Small, humble",Male,Faroese
Ragnar,,Army advisor,Male,Faroese
Rani,,Joyful,Male,Faroese
Sámuel,,God has heard,Male,Faroese
Sigurdur,,Victory and guardian,Male,Faroese
Sjúrður,,Victorious,Male,Faroese
Snorri,,Attack,Male,Faroese
Steffan,,Crowned,Male,Faroese
Suni,,Son,Male,Faroese
Sverri,,"Wild, unrestrained",Male,Faroese
Teitur,,"Cheerful, glad",Male,Faroese
Tróndur,,"Strong, firm",Male,Faroese
Vilmund,,Willing protector,Male,Faroese
Øssur,,Divine bear,Male,Faroese
Åge,,Ancestor,Male,Faroese
Ári,,Eagle,Male,Faroese
Ásbjørn,,Divine bear,Male,Faroese
Bárður,,"Battle, warrior",Male,Faroese
Bjartur,,"Bright, shining",Male,Faroese
Bjarni,,Bear,Male,Faroese
Dávur,,Beloved,Male,Faroese
Einar,,Lone warrior,Male,Faroese
Fróði,,"Wise, learned",Male,Faroese
Gunnar,,Warrior,Male,Faroese
Heini,,Ruler of the home,Male,Faroese
Jónas,,Dove,Male,Faroese
Magnus,,"Great, mighty",Male,Faroese
Ása,,"God, goddess",Female,Faroese
Anna,,Grace,Female,Faroese
Ása,,Goddess,Female,Faroese
Beinta,,Blessed,Female,Faroese
Birna,,Bear,Female,Faroese
Bjørk,,Birch tree,Female,Faroese
Dinna,,Judgment,Female,Faroese
Elin,,Light,Female,Faroese
Eydna,,Happiness,Female,Faroese
Fríða,,Beautiful,Female,Faroese
Gæsa,,Goose,Female,Faroese
Gerda,,Protected,Female,Faroese
Guðrun,,God's secret lore,Female,Faroese
Gunnvá,,War maid,Female,Faroese
Halla,,Rock,Female,Faroese
Hildur,,Battle,Female,Faroese
Ingibjørg,,Protected by Ing,Female,Faroese
Jóhanna,,God is gracious,Female,Faroese
Katrin,,Pure,Female,Faroese
Lea,,Weary,Female,Faroese
Lilja,,Lily,Female,Faroese
Margreta,,Pearl,Female,Faroese
Marjun,,Of the sea,Female,Faroese
Marta,,Lady,Female,Faroese
Nina,,Little girl,Female,Faroese
Oddvør,,Point of a spear,Female,Faroese
Óluva,,Ancestor's relic,Female,Faroese
Ragna,,"Advice, counsel",Female,Faroese
Randi,,Shield,Female,Faroese
Rebekka,,"To tie, bind",Female,Faroese
Ronja,,God’s joyful song,Female,Faroese
Rúna,,Secret,Female,Faroese
Sigrid,,Victory and beauty,Female,Faroese
Sigrun,,Secret victory,Female,Faroese
Signa,,Blessed,Female,Faroese
Sólrun,,Sun’s secret,Female,Faroese
Svanna,,Swan,Female,Faroese
Tóra,,Thunder,Female,Faroese
Turið,,Thor’s battle,Female,Faroese
Valborg,,Powerful protection,Female,Faroese
Vár,,Spring,Female,Faroese
Ylva,,She-wolf,Female,Faroese
Álvheið,,Elf battle,Female,Faroese
Ásta,,Love,Female,Faroese
Barbara,,"Foreign, strange",Female,Faroese
Bergtóra,,Thor’s protection,Female,Faroese
Bjørk,,Birch tree,Female,Faroese
Dinna,,Judgment,Female,Faroese
Eivør,,Lucky,Female,Faroese
Elin,,Light,Female,Faroese
Eydna,,Happiness,Female,Faroese
Fríða,,Beautiful,Female,Faroese
Gøta,,"Street, path",Female,Faroese
Guðrun,,God's secret lore,Female,Faroese
Gunnvá,,War maid,Female,Faroese
Halla,,Rock,Female,Faroese
Hildur,,Battle,Female,Faroese
Ingibjørg,,Protected by Ing,Female,Faroese
Jóhanna,,God is gracious,Female,Faroese
Katrin,,Pure,Female,Faroese
Lea,,Weary,Female,Faroese
Lilja,,Lily,Female,Faroese
Margreta,,Pearl,Female,Faroese
Marjun,,Of the sea,Female,Faroese
Marta,,Lady,Female,Faroese
Nina,,Little girl,Female,Faroese
Oddvør,,Point of a spear,Female,Faroese
Óluva,,Ancestor's relic,Female,Faroese
Ragna,,"Advice, counsel",Female,Faroese
Randi,,Shield,Female,Faroese
Rebekka,,"To tie, bind",Female,Faroese
Ronja,,God’s joyful song,Female,Faroese
Rúna,,Secret,Female,Faroese
Sigrid,,Victory and beauty,Female,Faroese
Sigrun,,Secret victory,Female,Faroese
Signa,,Blessed,Female,Faroese
Sólrun,,Sun’s secret,Female,Faroese
Svanna,,Swan,Female,Faroese
Tóra,,Thunder,Female,Faroese
Turið,,Thor’s battle,Female,Faroese
Valborg,,Powerful protection,Female,Faroese
Vár,,Spring,Female,Faroese
Ylva,,She-wolf,Female,Faroese
Álvheið,,Elf battle,Female,Faroese
Ásta,,Love,Female,Faroese
Barbara,,"Foreign, strange",Female,Faroese
Bergtóra,,Thor’s protection,Female,Faroese
Birna,,Bear,Female,Faroese
Bjørk,,Birch tree,Female,Faroese
Dinna,,Judgment,Female,Faroese
Eivør,,Lucky,Female,Faroese
Elin,,Light,Female,Faroese
Eydna,,Happiness,Female,Faroese
Fríða,,Beautiful,Female,Faroese
Gøta,,"Street, path",Female,Faroese
Guðrun,,God's secret lore,Female,Faroese
Gunnvá,,War maid,Female,Faroese
Halla,,Rock,Female,Faroese
Hildur,,Battle,Female,Faroese
Ingibjørg,,Protected by Ing,Female,Faroese
Jóhanna,,God is gracious,Female,Faroese
Katrin,,Pure,Female,Faroese
Lea,,Weary,Female,Faroese
Lilja,,Lily,Female,Faroese
